fetched_at_hkt,match_date,kickoff_text,league_short,home_team,away_team,prob_home,prob_draw,prob_away,prediction_1x2,predicted_score,avg_goals,odds_home,odds_draw,odds_away,prediction_ou25,prob_over25,prob_under25,odds_over25,odds_under25,forebet_detail_url,hkjc_event_id,hkjc_league,hkjc_home_team,hkjc_away_team,hkjc_home_zh,hkjc_away_zh,hkjc_kickoff_hkt,hkjc_had_home,hkjc_had_draw,hkjc_had_away,match_score,ou_predicted_score,corner_prediction,corner_prob_under95,corner_prob_over95,corner_predicted_score,avg_corners
2026-09-26 08:54:27,2026-09-26,26/09/2026 20:45,UNL,Albania,Belarus,24.0,48.0,28.0,X,1 - 1,1.92,,300.0,600.0,,,,,,https://www.forebet.com/en/football/matches/albania-belarus-2552257,FB5750,ENL,Albania,Belarus,阿爾巴尼亞,白俄羅斯,2026-09-27 02:45,1.38,3.75,7.0,1.0,,,,,,
2026-09-26 08:54:27,2026-09-26,26/09/2026 20:45,UNL,North Macedonia,Switzerland,53.0,28.0,19.0,1,2 - 0,1.97,600.0,375.0,,,,,,,https://www.forebet.com/en/football/matches/north-macedonia-switzerland-2552255,FB5752,ENL,North Macedonia,Switzerland,北馬其頓,瑞士,2026-09-27 02:45,6.3,4.05,1.37,1.0,,,,,,
2026-09-26 08:54:27,2026-09-26,26/09/2026 20:45,UNL,Slovakia,Moldova,42.0,32.0,26.0,1,1 - 0,1.25,,550.0,,,,,,,https://www.forebet.com/en/football/matches/slovakia-moldova-2552256,FB5755,ENL,Slovakia,Moldova,斯洛伐克,摩爾多瓦,2026-09-27 02:45,1.1,6.4,15.0,1.0,,,,,,
2026-09-26 08:58:30,2026-09-26,2026-09-27 03:28,BD2,Operário PR,Ceará SC,44.0,31.0,24.0,1,2 - 0,2.33,,,,,,,,,,FB5842,BD2,Operario Ferroviario,Ceara,奧柏拉里奧,施亞拉,2026-09-27 03:28,1.98,3.0,3.4,1.0,,,,,,
2026-09-26 08:54:27,2026-09-26,26/09/2026 21:30,Br2,Nautico,Sport Recife,33.0,31.0,36.0,2,1 - 2,2.87,,,,,,,,,https://www.forebet.com/en/football/matches/nautico-sport-recife-2442949,FB5855,BD2,Nautico Recife,Sport Recife,紐迪高,利斯菲體育會,2026-09-27 03:28,2.15,3.15,2.85,1.0,,,,,,
2026-09-26 08:54:27,2026-09-26,26/09/2026 21:30,BrW,Corinthians W,São Paulo W,32.0,33.0,35.0,2,1 - 2,2.67,,,,,,,,,https://www.forebet.com/en/football/matches/corinthians-w-são-paulo-w-2557097,FB5876,BD1W,Corinthians Women,Sao Paulo Women,哥連泰斯女足,聖保羅女足,2026-09-27 03:30,1.59,3.4,4.55,1.0,,,,,,
2026-09-26 08:54:27,2026-09-26,26/09/2026 22:30,ClC,Ñublense,Puerto Montt,37.0,39.0,24.0,X,1 - 1,2.44,,300.0,400.0,,,,,,https://www.forebet.com/en/football/matches/Ñublense-puerto-montt-2553967,FB5840,CHC,Deportivo Nublense,Puerto Montt,紐柏萊斯,蒙特港,2026-09-27 04:27,1.47,3.9,5.1,1.0,,,,,,
2026-09-26 08:58:30,2026-09-26,2026-09-27 05:27,UD1,Peñarol,Boston River,62.0,22.0,16.0,1,2 - 1,2.63,,,,,,,,,,FB5817,UD1,Penarol,Boston River,彭拿路,波士頓河,2026-09-27 05:27,1.47,3.8,5.3,1.0,,,,,,
2026-09-26 08:54:27,2026-09-26,26/09/2026 23:30,Br2,Goiás,Atlético GO,28.0,37.0,35.0,X,1 - 1,2.25,,,,,,,,,https://www.forebet.com/en/football/matches/goiás-atlético-go-2442953,FB5843,BD2,Goias,Atletico Goianiense,戈亞斯,戈亞尼恩斯,2026-09-27 05:28,2.46,2.78,2.73,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 00:00,Mx2,Tlaxcala,Cancun,31.0,26.0,43.0,2,1 - 3,3.03,,,,,,,,,https://www.forebet.com/en/football/matches/tlaxcala-cancun-2475155,FB5853,MD1,Tlaxcala,Cancun FC,特拉斯卡拉,坎昆FC,2026-09-27 06:00,2.15,3.25,2.78,1.0,,,,,,
2026-09-26 08:58:30,2026-09-27,27/09/2026 00:50,Mx1,Cruz Azul,Deportivo Toluca,27.0,28.0,45.0,2,1 - 2,2.71,162.0,260.0,155.0,,,,,,https://www.forebet.com/en/football/matches/cruz-azul-deportivo-toluca-2468148,FB5863,MXL,Cruz Azul,Toluca,藍十字,托盧卡,2026-09-27 06:50,2.41,3.3,2.41,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 01:00,ClC,Universidad Católica,Unión La Calera,58.0,18.0,24.0,1,3 - 0,2.75,,300.0,310.0,,,,,,https://www.forebet.com/en/football/matches/universidad-católica-unión-la-calera-2553968,FB5839,CHC,Universidad Catolica,Union La Calera,天主教大學,卡拉雷聯,2026-09-27 06:57,1.41,3.9,5.9,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 01:07,Mx1,Guadalajara Chivas,Querétaro FC,32.0,36.0,33.0,X,1 - 1,2.40,,,,,,,,,https://www.forebet.com/en/football/matches/guadalajara-chivas-querétaro-fc-2468145,FB5862,MXL,Guadalajara,Queretaro,瓜達拉哈拉,克雷塔羅,2026-09-27 07:07,1.35,4.2,6.4,1.0,,,,,,
2026-09-26 08:58:30,2026-09-27,27/09/2026 01:30,Us1,New York Red Bulls,Saint Louis City,30.0,33.0,38.0,2,0 - 2,2.00,240.0,320.0,,,,,,,https://www.forebet.com/en/football/matches/new-york-red-bulls-saint-louis-city-2426902,FB5818,MLS,New York Red Bulls,St. Louis City SC,紐約紅牛,聖路易城SC,2026-09-27 07:30,2.83,3.65,1.98,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 01:30,Us1,Atlanta United,New York City FC,28.0,39.0,33.0,X,2 - 2,3.38,,,,,,,,,https://www.forebet.com/en/football/matches/atlanta-united-new-york-city-fc-2426904,FB5820,MLS,Atlanta Utd,New York City,阿特蘭大聯,紐約城,2026-09-27 07:30,2.25,3.35,2.57,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 01:30,Us1,Philadelphia Union,Orlando City SC,33.0,35.0,31.0,X,2 - 2,3.89,,,,,,,,,https://www.forebet.com/en/football/matches/philadelphia-union-orlando-city-sc-2426903,FB5822,MLS,Philadelphia Union,Orlando City,費城聯,奧蘭多城,2026-09-27 07:30,1.43,4.65,4.55,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 01:30,Us1,Montreal Impact,FC Cincinnati,31.0,36.0,32.0,X,2 - 2,3.79,,,,,,,,,https://www.forebet.com/en/football/matches/montreal-impact-fc-cincinnati-2426901,FB5824,MLS,CF Montreal,FC Cincinnati,CF蒙特利爾,FC辛辛那提,2026-09-27 07:30,2.33,3.6,2.35,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 01:30,Us1,Charlotte FC,Chicago Fire,39.0,41.0,20.0,X,2 - 2,3.83,,,,,,,,,https://www.forebet.com/en/football/matches/charlotte-fc-chicago-fire-2426905,FB5831,MLS,Charlotte FC,Chicago Fire,夏洛特FC,芝加哥火燄,2026-09-27 07:30,1.94,3.6,2.95,1.0,,,,,,
2026-09-26 08:58:30,2026-09-27,27/09/2026 02:30,Us1,Nashville SC,Toronto FC,59.0,26.0,14.0,1,3 - 0,2.96,,375.0,525.0,,,,,,https://www.forebet.com/en/football/matches/nashville-sc-toronto-fc-2426906,FB5819,MLS,Nashville SC,Toronto FC,拿舒維爾,FC多倫多,2026-09-27 08:30,1.3,4.75,6.4,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 02:30,Us1,FC Dallas,Los Angeles FC,31.0,36.0,32.0,X,2 - 2,3.10,,,,,,,,,https://www.forebet.com/en/football/matches/fc-dallas-los-angeles-fc-2426907,FB5821,MLS,FC Dallas,Los Angeles FC,FC達拉斯,FC洛杉磯,2026-09-27 08:30,2.02,3.4,2.9,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 02:30,Us1,Austin FC,San Diego,43.0,24.0,33.0,1,2 - 1,2.79,,,,,,,,,https://www.forebet.com/en/football/matches/austin-fc-san-diego-2426909,FB5823,MLS,Austin FC,San Diego FC,FC奧斯汀,聖地亞哥FC,2026-09-27 08:30,2.28,3.4,2.5,1.0,,,,,,
2026-09-26 08:58:30,2026-09-27,27/09/2026 02:30,Us1,Houston Dynamo,Sporting Kansas City,55.0,19.0,25.0,1,3 - 1,3.69,,350.0,475.0,,,,,,https://www.forebet.com/en/football/matches/houston-dynamo-sporting-kansas-city-2426910,FB5826,MLS,Houston Dynamo,Sporting Kansas City,侯斯頓戴拿模,肯薩斯體育會,2026-09-27 08:30,1.43,4.25,5.0,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 02:30,Us1,Seattle Sounders,Minnesota United,49.0,24.0,27.0,1,2 - 1,3.93,,,,,,,,,https://www.forebet.com/en/football/matches/seattle-sounders-minnesota-united-2426908,FB5830,MLS,Seattle Sounders,Minnesota Utd,西雅圖海灣者,明尼蘇達聯,2026-09-27 08:30,2.12,3.55,2.63,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 03:00,Mx2,Dorados Sinaloa,Alacranes Durango,28.0,42.0,30.0,X,1 - 1,2.44,,,,,,,,,https://www.forebet.com/en/football/matches/dorados-sinaloa-alacranes-durango-2475157,FB5860,MD1,Dorados,Alacranes de Durango,多拉多斯,杜蘭高蠍子,2026-09-27 09:00,2.5,3.15,2.41,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 03:30,Us1,Real Salt Lake,New England Revolution,40.0,19.0,41.0,2,1 - 2,3.07,,,,,,,,,https://www.forebet.com/en/football/matches/real-salt-lake-new-england-revolution-2426911,FB5827,MLS,Real Salt Lake,New England Revolution,皇家鹽湖城,新英倫革命,2026-09-27 09:30,2.36,3.5,2.36,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 04:00,Us2,Orange County SC,Pittsburgh Riverhounds,40.0,31.0,29.0,1,2 - 0,2.15,,,,,,,,,https://www.forebet.com/en/football/matches/orange-county-sc-pittsburgh-riverhounds-2436472,FB5789,USL,Orange County SC,Pittsburgh Riverhounds,SC奧蘭治郡,匹茲堡獵犬,2026-09-27 10:00,3.1,2.96,2.12,1.0,,,,,,
2026-09-26 08:58:30,2026-09-27,27/09/2026 04:30,Us1,San Jose Earthquakes,Portland Timbers,43.0,24.0,33.0,1,2 - 1,2.69,102.0,295.0,205.0,,,,,,https://www.forebet.com/en/football/matches/san-jose-earthquakes-portland-timbers-2426914,FB5825,MLS,San Jose Earthquakes,Portland Timbers,聖荷西地震,波特蘭伐木者,2026-09-27 10:30,1.91,3.8,2.88,1.0,,,,,,
2026-09-26 08:58:30,2026-09-27,27/09/2026 04:30,Us1,Vancouver Whitecaps,DC United,38.0,32.0,30.0,1,2 - 1,2.80,,600.0,800.0,,,,,,https://www.forebet.com/en/football/matches/vancouver-whitecaps-dc-united-2426913,FB5829,MLS,Vancouver Whitecaps,DC United,溫哥華白帽,華盛頓聯隊,2026-09-27 10:30,1.13,6.4,10.5,1.0,,,,,,
2026-09-26 08:58:30,2026-09-27,27/09/2026 04:30,Us1,Los Angeles Galaxy,Colorado Rapids,38.0,29.0,34.0,1,2 - 1,2.66,120.0,300.0,190.0,,,,,,https://www.forebet.com/en/football/matches/los-angeles-galaxy-colorado-rapids-2426912,FB5832,MLS,LA Galaxy,Colorado Rapids,洛杉磯銀河,科羅拉多急流,2026-09-27 10:30,2.13,3.4,2.7,1.0,,,,,,
2026-09-26 08:58:30,2026-09-27,27/09/2026 05:05,Mx1,Santos Laguna,Pachuca CF,17.0,41.0,42.0,2,0 - 2,2.33,230.0,250.0,115.0,,,,,,https://www.forebet.com/en/football/matches/santos-laguna-pachuca-cf-2468147,FB5837,MXL,Santos Laguna,Pachuca,拿根亞,帕丘卡,2026-09-27 11:05,3.25,3.45,1.87,1.0,,,,,,
2026-09-26 08:58:30,2026-09-27,27/09/2026 05:15,Mx1,Tigres UANL,Puebla FC,36.0,30.0,34.0,1,1 - 0,2.04,,320.0,475.0,,,,,,https://www.forebet.com/en/football/matches/tigres-uanl-puebla-fc-2468146,FB5836,MXL,Tigres UANL,Puebla,堤格雷斯,普埃布拉,2026-09-27 11:10,1.46,3.85,5.3,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 12:00,Kr1,Gangwon FC,Incheon United,38.0,35.0,26.0,1,2 - 0,2.13,,,,Under,43,57,,,https://www.forebet.com/en/football/matches/gangwon-fc-incheon-united-2430964,FB5687,KD1,Gangwon FC,Incheon Utd,FC江原,仁川聯,2026-09-27 18:00,2.23,2.87,2.98,1.0,2 - 0,Under,52,48,6 - 3,9.19
2026-09-26 08:54:27,2026-09-27,27/09/2026 13:00,SeW,Rosengard W,Pitea W,34.0,37.0,29.0,X,1 - 1,2.27,,,,,,,,,https://www.forebet.com/en/football/matches/rosengard-w-pitea-w-2446201,FB5844,SALW,Rosengard Women,Pitea Women,洛辛加特女足,比堤亞女足,2026-09-27 19:00,1.88,3.4,3.15,1.0,,,,,,
2026-09-26 08:59:18,2026-09-27,27/09/2026 14:00,Es2,Real Valladolid,Córdoba,42.0,25.0,33.0,1,2 - 1,2.81,125.0,250.0,200.0,,,,,,https://www.forebet.com/en/football/matches/real-valladolid-córdoba-2509355,FB5797,SF2,Valladolid,Cordoba,華拉度列,科爾多瓦,2026-09-27 20:00,2.24,3.1,2.75,1.0,,,,,,
2026-09-26 08:59:18,2026-09-27,27/09/2026 14:30,Nl2,De Graafschap,FC Den Bosch,42.0,24.0,34.0,1,3 - 1,3.26,100.0,320.0,210.0,,,,,,https://www.forebet.com/en/football/matches/de-graafschap-fc-den-bosch-2492388,FB5737,DF2,De Graafschap,Den Bosch,迪加史卓普,丹保殊,2026-09-27 20:30,1.89,4.05,2.8,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 15:00,UNL,Lithuania,Azerbaijan,36.0,35.0,29.0,1,4 - 0,2.52,150.0,220.0,180.0,,,,,,https://www.forebet.com/en/football/matches/lithuania-azerbaijan-2552258,FB5884,ENL,Lithuania,Azerbaijan,立陶宛,阿塞拜疆,2026-09-27 21:00,2.1,2.9,3.2,1.0,,,,,,
2026-09-26 08:59:18,2026-09-27,27/09/2026 16:15,Es2,Real Mallorca,UD Almería,46.0,28.0,26.0,1,1 - 0,2.31,110.0,230.0,250.0,,,,,,https://www.forebet.com/en/football/matches/real-mallorca-ud-almería-2509358,FB5798,SF2,Mallorca,Almeria,馬略卡,艾美利亞,2026-09-27 22:15,1.9,3.15,3.45,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 17:30,ClC,Antofagasta,Deportes Iquique,46.0,32.0,22.0,1,3 - 1,2.64,,,,,,,,,https://www.forebet.com/en/football/matches/antofagasta-deportes-iquique-2553969,FB5861,CHC,Antofagasta,Iquique,安圖法加斯達,伊基克,2026-09-27 23:27,1.83,3.2,3.65,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 18:00,UNL,Austria,Kosovo,40.0,33.0,27.0,1,2 - 1,2.56,,310.0,500.0,,,,,,https://www.forebet.com/en/football/matches/austria-kosovo-2552261,FB5885,ENL,Austria,Kosovo,奧地利,科索沃,2026-09-28 00:00,1.43,3.95,5.5,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 18:00,UNL,Denmark,Wales,38.0,42.0,20.0,X,0 - 0,2.08,,350.0,525.0,,,,,,https://www.forebet.com/en/football/matches/denmark-wales-2552259,FB5886,ENL,Denmark,Wales,丹麥,威爾斯,2026-09-28 00:00,1.39,4.0,6.0,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 18:00,UNL,Gibraltar,Andorra,29.0,46.0,25.0,X,0 - 0,1.36,250.0,190.0,130.0,,,,,,https://www.forebet.com/en/football/matches/gibraltar-andorra-2552262,FB5887,ENL,Gibraltar,Andorra,直布羅陀,安道爾,2026-09-28 00:00,3.65,2.6,2.11,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 18:00,UNL,Serbia,Netherlands,19.0,46.0,35.0,X,0 - 0,1.67,650.0,350.0,,,,,,,https://www.forebet.com/en/football/matches/serbia-netherlands-2552260,FB5888,ENL,Serbia,Netherlands,塞爾維亞,荷蘭,2026-09-28 00:00,6.0,4.25,1.36,1.0,,,,,,
2026-09-26 08:59:18,2026-09-27,27/09/2026 18:30,Es2,Eibar,Las Palmas,42.0,24.0,33.0,1,2 - 1,2.96,,230.0,300.0,,,,,,https://www.forebet.com/en/football/matches/eibar-las-palmas-2509362,FB5799,SF2,Eibar,Las Palmas,伊巴,拉斯彭馬斯,2026-09-28 00:30,1.69,3.35,4.1,1.0,,,,,,
2026-09-26 08:59:18,2026-09-27,27/09/2026 18:30,Es2,Burgos CF,Eldense,49.0,27.0,24.0,1,1 - 0,1.95,,240.0,320.0,,,,,,https://www.forebet.com/en/football/matches/burgos-cf-eldense-2509365,FB5800,SF2,Burgos,CD Eldense,貝高斯,CD艾丹斯,2026-09-28 00:30,1.87,3.0,3.75,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 20:00,ClC,Deportes Concepción,Curicó Unido,44.0,35.0,21.0,1,2 - 0,2.30,,380.0,840.0,,,,,,https://www.forebet.com/en/football/matches/deportes-concepción-curicó-unido-2553970,FB5850,CHC,Deportes Concepcion,Curico Unido,康塞普森體育,古里高聯,2026-09-28 01:57,1.4,4.05,5.8,1.0,,,,,,
2026-09-26 08:59:18,2026-09-27,27/09/2026 20:00,Mx1,UNAM Pumas,Atlético San Luis,38.0,35.0,27.0,1,3 - 1,3.27,,250.0,290.0,,,,,,https://www.forebet.com/en/football/matches/unam-pumas-atlético-san-luis-2468149,FB5835,MXL,Pumas UNAM,Atletico San Luis,普馬斯,聖路易斯體育會,2026-09-28 02:00,1.95,3.3,3.15,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 20:45,UNL,Germany,Greece,44.0,27.0,29.0,1,4 - 1,4.05,,400.0,650.0,,,,,,https://www.forebet.com/en/football/matches/germany-greece-2552264,FB5889,ENL,Germany,Greece,德國,希臘,2026-09-28 02:45,1.34,4.5,6.0,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 20:45,UNL,Israel,Ireland,28.0,33.0,39.0,2,0 - 1,2.44,200.0,230.0,135.0,,,,,,https://www.forebet.com/en/football/matches/israel-ireland-2552265,FB5890,ENL,Israel,Republic of Ireland,以色列,愛爾蘭,2026-09-28 02:45,2.74,3.0,2.3,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 20:45,UNL,Norway,Portugal,38.0,29.0,33.0,1,1 - 0,2.08,150.0,260.0,170.0,,,,,,https://www.forebet.com/en/football/matches/norway-portugal-2552263,FB5891,ENL,Norway,Portugal,挪威,葡萄牙,2026-09-28 02:45,2.43,3.5,2.3,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 21:00,Br2,CRB AL,Cuiabá,26.0,38.0,37.0,X,1 - 1,2.40,,,,,,,,,https://www.forebet.com/en/football/matches/crb-al-cuiabá-2442956,FB5846,BD2,CRB,Cuiaba,CRB,古亞巴,2026-09-28 02:58,1.92,3.05,3.5,1.0,,,,,,
2026-09-26 08:59:18,2026-09-27,27/09/2026 21:00,Es2,Real Oviedo,Sporting Gijón,23.0,35.0,41.0,2,0 - 1,1.61,105.0,220.0,290.0,,,,,,https://www.forebet.com/en/football/matches/real-oviedo-sporting-gijón-2509357,FB5801,SF2,Oviedo,Gijon,奧維多,希杭,2026-09-28 03:00,1.85,3.0,3.85,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 22:00,ArC,Racing Club,Boca Juniors,33.0,32.0,35.0,2,0 - 1,2.16,275.0,220.0,105.0,,,,,,https://www.forebet.com/en/football/matches/racing-club-boca-juniors-2550574,FB5793,AGC,Racing Club,Boca Juniors,競賽會,小保加,2026-09-28 03:58,4.5,2.98,1.74,1.0,,,,,,
2026-09-26 08:54:27,2026-09-27,27/09/2026 23:00,Uy1,Defensor Sporting,Danubio FC,34.0,48.0,18.0,X,1 - 1,2.08,,,,,,,,,https://www.forebet.com/en/football/matches/defensor-sporting-danubio-fc-2557047,FB5813,UD1,Defensor Sporting,Danubio,迪芬沙士砵亭,達奴比奧,2026-09-28 04:57,2.01,3.0,3.3,1.0,,,,,,
2026-09-26 08:54:27,2026-09-28,28/09/2026 01:00,ClC,Deportes Santa Cruz,O Higgins,30.0,39.0,31.0,X,2 - 2,2.94,,,,,,,,,https://www.forebet.com/en/football/matches/deportes-santa-cruz-o-higgins-2553972,FB5838,CHC,Deportes Santa Cruz,O'Higgins,聖達古斯,奧希金斯,2026-09-28 06:57,2.86,3.35,2.06,1.0,,,,,,
2026-09-26 08:59:18,2026-09-28,28/09/2026 01:00,Us1,Columbus Crew,Inter Miami CF,18.0,32.0,50.0,2,1 - 2,2.67,187.0,300.0,120.0,,,,,,https://www.forebet.com/en/football/matches/columbus-crew-inter-miami-cf-2426915,FB5828,MLS,Columbus Crew,Inter Miami CF,哥倫布機員,國際邁亞密,2026-09-28 07:00,2.54,3.85,2.08,1.0,,,,,,
