team_id,status,bootstrap_months,first_bootstrap_hkt,last_refresh_hkt,last_mode,successful_months,history_games
50002619,PENDING,12,,,DEFERRED_BUDGET,,2
50002623,BOOTSTRAPPED,2,2026-09-22T01:03:48+08:00,2026-09-22T17:47:03+08:00,REFRESH,2,0
50002644,PENDING,12,,,DEFERRED_BUDGET,,2
50002645,PENDING,12,,,DEFERRED_BUDGET,,3
50002653,PENDING,12,,,DEFERRED_BUDGET,,6
50002660,BOOTSTRAPPED,2,2026-09-22T00:32:02+08:00,2026-09-22T17:47:03+08:00,REFRESH,2,2
50002681,PENDING,12,,,DEFERRED_BUDGET,,0
50002694,PENDING,12,,,DEFERRED_BUDGET,,1
50002695,BOOTSTRAPPED,2,2026-09-22T00:50:55+08:00,2026-09-23T02:10:19+08:00,REFRESH,2,9
50002707,BOOTSTRAPPED,2,2026-09-22T00:20:31+08:00,2026-09-22T12:54:57+08:00,REFRESH,2,2
50002709,PENDING,12,,,DEFERRED_BUDGET,,2
50002712,PENDING,12,,,DEFERRED_BUDGET,,2
50002716,PENDING,12,,,DEFERRED_BUDGET,,7
50002725,PENDING,12,,,DEFERRED_BUDGET,,0
50002732,PENDING,12,,,DEFERRED_BUDGET,,0
50002739,BOOTSTRAPPED,12,2026-09-16T07:05:00+08:00,2026-09-16T09:20:00+08:00,REFRESH,2,66
50002740,PENDING,12,,,DEFERRED_BUDGET,,6
50002746,BOOTSTRAPPED,12,2026-09-20T13:35:55+08:00,2026-09-20T13:35:55+08:00,BOOTSTRAP,12,62
50002749,PENDING,12,,,DEFERRED_BUDGET,,6
50002750,PENDING,12,,,DEFERRED_BUDGET,,0
50002752,PENDING,12,,,DEFERRED_BUDGET,,0
50002754,BOOTSTRAPPED,2,2026-09-22T23:01:54+08:00,2026-09-22T23:01:54+08:00,BOOTSTRAP,2,0
50002755,BOOTSTRAPPED,2,2026-09-21T11:46:29+08:00,2026-09-22T17:47:03+08:00,REFRESH,2,1
50002766,PENDING,12,,,DEFERRED_BUDGET,,3
50002773,BOOTSTRAPPED,2,2026-09-23T02:10:19+08:00,2026-09-23T02:10:19+08:00,BOOTSTRAP,2,12
50002795,PENDING,12,,,DEFERRED_BUDGET,,2
50002798,BOOTSTRAPPED,2,2026-09-21T17:36:36+08:00,2026-09-22T23:01:54+08:00,REFRESH,2,0
50002819,BOOTSTRAPPED,2,2026-09-22T00:20:31+08:00,2026-09-22T12:54:57+08:00,REFRESH,2,10
50002822,PENDING,12,,,DEFERRED_BUDGET,,3
50002827,PENDING,12,,,DEFERRED_BUDGET,,3
50002829,BOOTSTRAPPED,2,2026-09-22T00:20:31+08:00,2026-09-22T12:54:57+08:00,REFRESH,2,2
50002836,PENDING,12,,,DEFERRED_BUDGET,,0
50002840,PENDING,12,,,DEFERRED_BUDGET,,3
50002868,PENDING,12,,,DEFERRED_BUDGET,,0
50002873,BOOTSTRAPPED,2,2026-09-21T16:26:22+08:00,2026-09-21T17:36:36+08:00,REFRESH,2,0
50002954,PENDING,12,,,DEFERRED_BUDGET,,0
50002963,PENDING,12,,,DEFERRED_BUDGET,,0
50002968,PENDING,12,,,DEFERRED_BUDGET,,2
50002975,PENDING,12,,,DEFERRED_BUDGET,,2
50002976,PENDING,12,,,DEFERRED_BUDGET,,0
50002980,BOOTSTRAPPED,2,2026-09-22T00:20:31+08:00,2026-09-22T12:54:57+08:00,REFRESH,2,4
50002993,PENDING,12,,,DEFERRED_BUDGET,,0
50002999,PENDING,12,,,DEFERRED_BUDGET,,1
50003000,PENDING,12,,,DEFERRED_BUDGET,,3
50003008,PENDING,12,,,DEFERRED_BUDGET,,2
50003017,BOOTSTRAPPED,2,2026-09-21T17:26:28+08:00,2026-09-22T22:14:11+08:00,REFRESH,2,1
50003041,BOOTSTRAPPED,2,2026-09-22T23:01:54+08:00,2026-09-22T23:01:54+08:00,BOOTSTRAP,2,0
50003048,PENDING,12,,,DEFERRED_BUDGET,,5
50003056,PENDING,12,,,DEFERRED_BUDGET,,1
50003063,BOOTSTRAPPED,2,2026-09-21T17:36:36+08:00,2026-09-23T02:10:19+08:00,REFRESH,2,1
50003065,BOOTSTRAPPED,12,2026-09-21T11:28:58+08:00,2026-09-21T17:36:36+08:00,REFRESH,2,5
50003072,PENDING,12,,,DEFERRED_BUDGET,,0
50003074,BOOTSTRAPPED,12,2026-09-21T10:20:29+08:00,2026-09-21T11:46:29+08:00,REFRESH,2,45
50003075,PENDING,12,,,DEFERRED_BUDGET,,6
50003076,BOOTSTRAPPED,12,2026-09-21T09:00:48+08:00,2026-09-21T11:46:29+08:00,REFRESH,2,37
50003083,BOOTSTRAPPED,2,2026-09-22T01:03:48+08:00,2026-09-23T02:10:19+08:00,REFRESH,2,11
50003085,BOOTSTRAPPED,2,2026-09-22T00:50:55+08:00,2026-09-23T02:10:19+08:00,REFRESH,2,9
50003088,BOOTSTRAPPED,12,2026-09-16T06:55:00+08:00,2026-09-21T07:08:31+08:00,REFRESH,2,54
50003092,PENDING,12,,,DEFERRED_BUDGET,,0
50003099,PENDING,12,,,DEFERRED_BUDGET,,6
50003113,BOOTSTRAPPED,2,2026-09-22T00:20:31+08:00,2026-09-22T12:54:57+08:00,REFRESH,2,1
50003128,PENDING,12,,,DEFERRED_BUDGET,,0
50003150,BOOTSTRAPPED,12,2026-09-21T07:08:31+08:00,2026-09-21T07:08:31+08:00,BOOTSTRAP,12,43
50003192,BOOTSTRAPPED,2,2026-09-21T16:26:22+08:00,2026-09-21T17:36:36+08:00,REFRESH,2,0
50003196,PENDING,12,,,DEFERRED_BUDGET,,4
50003199,BOOTSTRAPPED,2,2026-09-22T01:03:48+08:00,2026-09-23T02:10:19+08:00,REFRESH,2,8
50003201,PENDING,12,,,DEFERRED_BUDGET,,4
50003207,BOOTSTRAPPED,2,2026-09-21T17:26:28+08:00,2026-09-22T23:01:54+08:00,REFRESH,2,2
50003210,BOOTSTRAPPED,2,2026-09-22T01:03:48+08:00,2026-09-23T02:10:19+08:00,REFRESH,2,9
50003212,BOOTSTRAPPED,2,2026-09-22T04:28:18+08:00,2026-09-22T22:14:11+08:00,REFRESH,2,8
50003222,BOOTSTRAPPED,2,2026-09-23T02:10:19+08:00,2026-09-23T02:10:19+08:00,BOOTSTRAP,2,0
50003243,PENDING,12,,,DEFERRED_BUDGET,,0
50003246,BOOTSTRAPPED,2,2026-09-21T11:46:29+08:00,2026-09-22T08:11:14+08:00,REFRESH,2,2
50003253,PENDING,12,,,DEFERRED_BUDGET,,4
50003256,PENDING,12,,,DEFERRED_BUDGET,,0
50003258,PENDING,12,,,DEFERRED_BUDGET,,2
50003260,PENDING,12,,,DEFERRED_BUDGET,,0
50003261,PENDING,12,,,DEFERRED_BUDGET,,1
50003266,PENDING,12,,,DEFERRED_BUDGET,,1
50003284,PENDING,12,,,DEFERRED_BUDGET,,3
50003287,BOOTSTRAPPED,12,2026-09-21T10:20:29+08:00,2026-09-21T11:46:29+08:00,REFRESH,2,37
50003288,PENDING,12,,,DEFERRED_BUDGET,,5
50003297,PENDING,12,,,DEFERRED_BUDGET,,2
50003298,BOOTSTRAPPED,2,2026-09-22T00:50:55+08:00,2026-09-23T02:10:19+08:00,REFRESH,2,8
50003307,PENDING,12,,,DEFERRED_BUDGET,,0
50003311,BOOTSTRAPPED,2,2026-09-21T11:46:29+08:00,2026-09-22T08:11:14+08:00,REFRESH,2,2
50003314,BOOTSTRAPPED,12,2026-09-21T11:28:58+08:00,2026-09-22T22:14:11+08:00,REFRESH,2,9
50003316,PENDING,12,,,DEFERRED_BUDGET,,0
50003323,PENDING,12,,,DEFERRED_BUDGET,,2
50003328,PENDING,12,,,DEFERRED_BUDGET,,0
50003329,BOOTSTRAPPED,12,2026-09-16T06:55:00+08:00,2026-09-23T02:10:19+08:00,REFRESH,2,48
50003331,PENDING,12,,,DEFERRED_BUDGET,,15
50003344,PENDING,12,,,DEFERRED_BUDGET,,0
50003347,BOOTSTRAPPED,2,2026-09-21T17:36:36+08:00,2026-09-22T17:47:03+08:00,REFRESH,2,0
50003349,BOOTSTRAPPED,2,2026-09-22T00:20:31+08:00,2026-09-22T12:54:57+08:00,REFRESH,2,4
50003353,PENDING,12,,,DEFERRED_BUDGET,,0
50003361,PENDING,12,,,DEFERRED_BUDGET,,2
50003363,PENDING,12,,,DEFERRED_BUDGET,,2
50003369,BOOTSTRAPPED,2,2026-09-21T17:26:28+08:00,2026-09-22T23:01:54+08:00,REFRESH,2,4
50003377,PENDING,12,,,DEFERRED_BUDGET,,2
50003380,PENDING,12,,,DEFERRED_BUDGET,,4
50003402,BOOTSTRAPPED,2,2026-09-22T00:32:02+08:00,2026-09-22T17:47:03+08:00,REFRESH,2,1
50003410,BOOTSTRAPPED,2,2026-09-21T16:26:22+08:00,2026-09-21T16:26:22+08:00,BOOTSTRAP,2,0
50003431,PENDING,12,,,DEFERRED_BUDGET,,0
50239611,BOOTSTRAPPED,12,2026-09-21T07:08:31+08:00,2026-09-21T07:08:31+08:00,BOOTSTRAP,12,45
50240301,PENDING,12,,,DEFERRED_BUDGET,,0
50240645,BOOTSTRAPPED,2,2026-09-22T08:07:22+08:00,2026-09-22T23:01:54+08:00,REFRESH,2,5
50240646,PENDING,12,,,DEFERRED_BUDGET,,0
50240649,BOOTSTRAPPED,2,2026-09-21T11:46:29+08:00,2026-09-22T17:47:03+08:00,REFRESH,2,5
50264497,PENDING,2,,,DEFERRED_BUDGET,,7
50267911,PENDING,12,,,DEFERRED_BUDGET,,2
50267912,PENDING,12,,,DEFERRED_BUDGET,,0
50268766,BOOTSTRAPPED,2,2026-09-23T02:10:19+08:00,2026-09-23T02:10:19+08:00,BOOTSTRAP,2,9
50271428,BOOTSTRAPPED,2,2026-09-22T12:54:57+08:00,2026-09-22T12:54:57+08:00,BOOTSTRAP,2,0
50281563,PENDING,12,,,DEFERRED_BUDGET,,0
50281565,PENDING,12,,,DEFERRED_BUDGET,,0
50281602,PENDING,12,,,DEFERRED_BUDGET,,0
50282150,PENDING,12,,,DEFERRED_BUDGET,,1
50282151,PENDING,12,,,DEFERRED_BUDGET,,0
50282194,BOOTSTRAPPED,12,2026-09-20T15:09:55+08:00,2026-09-20T15:09:55+08:00,BOOTSTRAP,12,23
50283454,PENDING,12,,,DEFERRED_BUDGET,,2
50283456,BOOTSTRAPPED,12,2026-09-16T07:05:00+08:00,2026-09-16T09:20:00+08:00,REFRESH,2,29
50283457,PENDING,12,,,DEFERRED_BUDGET,,4
50283465,BOOTSTRAPPED,12,2026-09-16T07:05:00+08:00,2026-09-22T22:14:11+08:00,REFRESH,2,21
50283468,PENDING,12,,,DEFERRED_BUDGET,,3
50286103,PENDING,12,,,DEFERRED_BUDGET,,1
50288881,BOOTSTRAPPED,2,2026-09-22T04:28:18+08:00,2026-09-22T22:14:11+08:00,REFRESH,2,0
50307552,PENDING,12,,,DEFERRED_BUDGET,,0
50322929,PENDING,12,,,DEFERRED_BUDGET,,2
50325834,PENDING,12,,,DEFERRED_BUDGET,,2
50331022,BOOTSTRAPPED,2,2026-09-22T01:03:48+08:00,2026-09-23T02:10:19+08:00,REFRESH,2,7
50334216,PENDING,2,,,DEFERRED_BUDGET,,6
50334218,BOOTSTRAPPED,12,2026-09-16T06:55:00+08:00,2026-09-20T13:35:55+08:00,REFRESH,2,31
50334219,PENDING,12,,,DEFERRED_BUDGET,,7
50334221,PENDING,12,,,DEFERRED_BUDGET,,6
50334369,BOOTSTRAPPED,2,2026-09-22T12:54:57+08:00,2026-09-22T12:54:57+08:00,BOOTSTRAP,2,6
50334371,BOOTSTRAPPED,2,2026-09-22T12:54:57+08:00,2026-09-22T12:54:57+08:00,BOOTSTRAP,2,0
50353873,PENDING,12,,,DEFERRED_BUDGET,,0
50353874,PENDING,12,,,DEFERRED_BUDGET,,0
50353881,PENDING,12,,,DEFERRED_BUDGET,,0
50353884,PENDING,12,,,DEFERRED_BUDGET,,0
50353888,BOOTSTRAPPED,2,2026-09-21T23:56:59+08:00,2026-09-22T22:14:11+08:00,REFRESH,2,2
50353911,PENDING,12,,,DEFERRED_BUDGET,,0
50353914,BOOTSTRAPPED,2,2026-09-21T23:56:59+08:00,2026-09-22T04:28:18+08:00,REFRESH,2,3
50353915,PENDING,12,,,DEFERRED_BUDGET,,0
50353918,BOOTSTRAPPED,2,2026-09-21T23:56:59+08:00,2026-09-22T04:28:18+08:00,REFRESH,2,6
50353920,PENDING,12,,,DEFERRED_BUDGET,,0
50353922,BOOTSTRAPPED,2,2026-09-21T23:56:59+08:00,2026-09-22T04:28:18+08:00,REFRESH,2,2
50353923,BOOTSTRAPPED,2,2026-09-21T23:56:59+08:00,2026-09-22T04:28:18+08:00,REFRESH,2,5
50353924,PENDING,12,,,DEFERRED_BUDGET,,0
50353925,BOOTSTRAPPED,2,2026-09-21T23:56:59+08:00,2026-09-22T04:28:18+08:00,REFRESH,2,5
50353928,BOOTSTRAPPED,2,2026-09-21T23:56:59+08:00,2026-09-22T04:28:18+08:00,REFRESH,2,4
50355584,BOOTSTRAPPED,2,2026-09-22T22:14:11+08:00,2026-09-22T22:14:11+08:00,BOOTSTRAP,2,2
50355585,BOOTSTRAPPED,2,2026-09-22T22:14:11+08:00,2026-09-22T22:14:11+08:00,BOOTSTRAP,2,7
50355586,BOOTSTRAPPED,2,2026-09-22T22:14:11+08:00,2026-09-22T22:14:11+08:00,BOOTSTRAP,2,3
50355587,BOOTSTRAPPED,2,2026-09-22T22:14:11+08:00,2026-09-22T22:14:11+08:00,BOOTSTRAP,2,3
50355588,BOOTSTRAPPED,2,2026-09-22T22:14:11+08:00,2026-09-22T22:14:11+08:00,BOOTSTRAP,2,2
50355589,BOOTSTRAPPED,2,2026-09-22T22:14:11+08:00,2026-09-22T22:14:11+08:00,BOOTSTRAP,2,6
50355591,BOOTSTRAPPED,2,2026-09-22T22:14:11+08:00,2026-09-22T22:14:11+08:00,BOOTSTRAP,2,6
50355592,BOOTSTRAPPED,12,2026-09-20T15:09:55+08:00,2026-09-20T15:09:55+08:00,BOOTSTRAP,12,11
50355593,BOOTSTRAPPED,2,2026-09-22T22:14:11+08:00,2026-09-22T22:14:11+08:00,BOOTSTRAP,2,3
50355594,BOOTSTRAPPED,2,2026-09-22T22:14:11+08:00,2026-09-22T22:14:11+08:00,BOOTSTRAP,2,6
50355595,BOOTSTRAPPED,12,2026-09-20T15:09:55+08:00,2026-09-22T22:14:11+08:00,REFRESH,2,13
50355596,BOOTSTRAPPED,2,2026-09-22T12:54:57+08:00,2026-09-23T02:10:19+08:00,REFRESH,2,0
50355601,BOOTSTRAPPED,2,2026-09-22T23:01:54+08:00,2026-09-22T23:01:54+08:00,BOOTSTRAP,2,0
50355604,BOOTSTRAPPED,2,2026-09-21T23:56:59+08:00,2026-09-22T22:14:11+08:00,REFRESH,2,0
50355606,BOOTSTRAPPED,2,2026-09-22T23:01:54+08:00,2026-09-22T23:01:54+08:00,BOOTSTRAP,2,0
50355607,BOOTSTRAPPED,2,2026-09-22T23:01:54+08:00,2026-09-22T23:01:54+08:00,BOOTSTRAP,2,0
50355608,BOOTSTRAPPED,2,2026-09-21T23:56:59+08:00,2026-09-22T22:14:11+08:00,REFRESH,2,0
50355612,BOOTSTRAPPED,2,2026-09-21T11:40:16+08:00,2026-09-22T00:32:02+08:00,REFRESH,2,1
50355619,BOOTSTRAPPED,2,2026-09-21T23:56:59+08:00,2026-09-22T22:14:11+08:00,REFRESH,2,2
50355620,BOOTSTRAPPED,2,2026-09-22T00:32:02+08:00,2026-09-23T02:10:19+08:00,REFRESH,2,1
50355624,BOOTSTRAPPED,2,2026-09-22T04:28:18+08:00,2026-09-22T17:47:03+08:00,REFRESH,2,0
50356281,BOOTSTRAPPED,2,2026-09-22T00:32:02+08:00,2026-09-22T23:01:54+08:00,REFRESH,2,3
50356297,BOOTSTRAPPED,2,2026-09-22T00:32:02+08:00,2026-09-22T17:47:03+08:00,REFRESH,2,0
50356306,BOOTSTRAPPED,2,2026-09-22T00:32:02+08:00,2026-09-22T23:01:54+08:00,REFRESH,2,2
50361308,BOOTSTRAPPED,2,2026-09-21T16:26:22+08:00,2026-09-21T17:36:36+08:00,REFRESH,2,0
50361309,BOOTSTRAPPED,2,2026-09-21T16:26:22+08:00,2026-09-21T17:36:36+08:00,REFRESH,2,0
50361310,BOOTSTRAPPED,2,2026-09-21T16:26:22+08:00,2026-09-21T16:26:22+08:00,BOOTSTRAP,2,0
50361313,BOOTSTRAPPED,2,2026-09-21T16:26:22+08:00,2026-09-21T17:36:36+08:00,REFRESH,2,0
50362133,BOOTSTRAPPED,2,2026-09-22T04:28:18+08:00,2026-09-22T17:47:03+08:00,REFRESH,2,2
50379871,BOOTSTRAPPED,2,2026-09-22T17:47:03+08:00,2026-09-22T17:47:03+08:00,BOOTSTRAP,2,4
50379875,BOOTSTRAPPED,2,2026-09-22T17:47:03+08:00,2026-09-22T17:47:03+08:00,BOOTSTRAP,2,4
50397925,BOOTSTRAPPED,12,2026-09-21T09:00:48+08:00,2026-09-21T11:46:29+08:00,REFRESH,2,40
50430575,BOOTSTRAPPED,2,2026-09-21T11:46:29+08:00,2026-09-22T08:11:14+08:00,REFRESH,2,3
50430577,BOOTSTRAPPED,2,2026-09-21T11:40:16+08:00,2026-09-22T08:11:14+08:00,REFRESH,2,6
50456851,BOOTSTRAPPED,2,2026-09-22T12:54:57+08:00,2026-09-22T12:54:57+08:00,BOOTSTRAP,2,0
50456852,BOOTSTRAPPED,2,2026-09-21T16:26:22+08:00,2026-09-22T00:32:02+08:00,REFRESH,2,4
50456853,BOOTSTRAPPED,2,2026-09-21T16:26:22+08:00,2026-09-21T17:36:36+08:00,REFRESH,2,0
50482780,BOOTSTRAPPED,2,2026-09-22T22:14:11+08:00,2026-09-22T22:14:11+08:00,BOOTSTRAP,2,0
50482783,PENDING,12,,,DEFERRED_BUDGET,,0
50538599,BOOTSTRAPPED,2,2026-09-22T12:54:57+08:00,2026-09-22T12:54:57+08:00,BOOTSTRAP,2,0
50538600,BOOTSTRAPPED,2,2026-09-22T12:54:57+08:00,2026-09-22T12:54:57+08:00,BOOTSTRAP,2,0
50538601,BOOTSTRAPPED,2,2026-09-21T16:26:22+08:00,2026-09-22T00:32:02+08:00,REFRESH,2,0
50538602,BOOTSTRAPPED,2,2026-09-22T12:54:57+08:00,2026-09-22T12:54:57+08:00,BOOTSTRAP,2,0
50541356,PENDING,12,,,DEFERRED_BUDGET,,0
50558124,PENDING,12,,,DEFERRED_BUDGET,,1
50558126,PENDING,12,,,DEFERRED_BUDGET,,2
50558128,PENDING,12,,,DEFERRED_BUDGET,,1
50558129,PENDING,12,,,DEFERRED_BUDGET,,1
50558130,PENDING,12,,,DEFERRED_BUDGET,,1
50562875,BOOTSTRAPPED,2,2026-09-21T11:40:16+08:00,2026-09-22T00:50:55+08:00,REFRESH,2,8
50563251,PENDING,12,,,DEFERRED_BUDGET,,1
50566597,BOOTSTRAPPED,2,2026-09-22T23:01:54+08:00,2026-09-22T23:01:54+08:00,BOOTSTRAP,2,2
50600402,PENDING,12,,,DEFERRED_BUDGET,,1
50600403,PENDING,12,,,DEFERRED_BUDGET,,0
50600404,PENDING,12,,,DEFERRED_BUDGET,,0
50600409,BOOTSTRAPPED,2,2026-09-22T23:01:54+08:00,2026-09-22T23:01:54+08:00,BOOTSTRAP,2,1
50600413,BOOTSTRAPPED,2,2026-09-21T11:40:16+08:00,2026-09-22T00:32:02+08:00,REFRESH,2,0
50600441,PENDING,12,,,DEFERRED_BUDGET,,0
50600442,PENDING,12,,,DEFERRED_BUDGET,,0
50600446,BOOTSTRAPPED,2,2026-09-22T12:54:57+08:00,2026-09-23T02:10:19+08:00,REFRESH,2,2
50601674,PENDING,12,,,DEFERRED_BUDGET,,1
50621165,BOOTSTRAPPED,2,2026-09-21T11:46:29+08:00,2026-09-22T17:47:03+08:00,REFRESH,2,6
50621329,BOOTSTRAPPED,2,2026-09-23T02:10:19+08:00,2026-09-23T02:10:19+08:00,BOOTSTRAP,2,0
50622150,BOOTSTRAPPED,2,2026-09-23T02:10:19+08:00,2026-09-23T02:10:19+08:00,BOOTSTRAP,2,1
50623690,BOOTSTRAPPED,2,2026-09-21T11:46:29+08:00,2026-09-22T04:28:18+08:00,REFRESH,2,2
50626491,BOOTSTRAPPED,2,2026-09-22T12:54:57+08:00,2026-09-22T12:54:57+08:00,BOOTSTRAP,2,0
50626775,BOOTSTRAPPED,2,2026-09-21T23:56:59+08:00,2026-09-22T22:14:11+08:00,REFRESH,2,0
50626776,BOOTSTRAPPED,2,2026-09-21T23:56:59+08:00,2026-09-22T22:14:11+08:00,REFRESH,2,0
50626777,BOOTSTRAPPED,2,2026-09-22T23:01:54+08:00,2026-09-22T23:01:54+08:00,BOOTSTRAP,2,0
50626778,BOOTSTRAPPED,2,2026-09-22T12:54:57+08:00,2026-09-22T12:54:57+08:00,BOOTSTRAP,2,0
50626780,BOOTSTRAPPED,2,2026-09-22T12:54:57+08:00,2026-09-22T12:54:57+08:00,BOOTSTRAP,2,0
50626783,BOOTSTRAPPED,2,2026-09-22T23:01:54+08:00,2026-09-22T23:01:54+08:00,BOOTSTRAP,2,0
50626784,BOOTSTRAPPED,2,2026-09-22T23:01:54+08:00,2026-09-22T23:01:54+08:00,BOOTSTRAP,2,0
